name,iauname,type,RA,DEC,RAJ2000,DEJ2000,dalp,ddel,coor,nobs,stot,stotunres,ctot,ctotunres,xtot,xtotunres,utot,utotunres,ktot,ktotunres,ctype,catname,flag
1436+445,J1438+4418,C,14:38:28.504501,+44:18:12.07231,219.6187687542,44.3033534194,0.2,0.16,0.008,934,0.292,0.252,0.239,0.201,0.123,0.04,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1435-084,J1438-0839,U,14:38:30.522369,-08:39:17.47231,219.6271765375,-8.6548534194,10.01,22.9,-0.121,3,-1.0,-1.0,0.028,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1436+453,J1438+4505,C,14:38:44.172223,+45:05:42.33546,219.6840509292,45.0950931833,2.18,3.66,0.182,21,-1.0,-1.0,0.031,0.016,0.021,0.014,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1436-076,J1438-0752,C,14:38:52.661061,-07:52:26.81103,219.7194210875,-7.874114175,0.82,2.57,0.098,23,-1.0,-1.0,0.027,0.021,0.019,0.02,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1436+373,J1438+3710,C,14:38:53.610973,+37:10:35.41667,219.7233790542,37.1765046306,0.15,0.15,-0.048,1190,0.387,0.225,0.148,0.067,0.393,0.234,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1434-701,J1439-7020,C,14:39:11.085679,-70:20:33.83689,219.7961903292,-70.3427324694,4.9,1.55,-0.072,57,-1.0,-1.0,-1.0,-1.0,0.055,0.05,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1436+115,J1439+1117,C,14:39:12.042912,+11:17:40.56096,219.8001788,11.2946002667,0.64,1.32,0.252,45,-1.0,-1.0,0.025,0.023,0.022,0.02,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1437+374,J1439+3712,C,14:39:20.577847,+37:12:02.83614,219.8357410292,37.2007878167,0.15,0.14,-0.276,2078,0.061,0.052,-1.0,-1.0,0.099,0.078,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1437+331,J1439+3253,C,14:39:23.654385,+32:53:54.82454,219.8485599375,32.8985623722,0.17,0.22,-0.129,952,0.075,0.041,0.052,0.044,0.053,0.042,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1436-252,J1439-2524,C,14:39:34.651970,-25:24:59.07939,219.8943832083,-25.4164109417,1.92,4.97,0.327,13,-1.0,-1.0,0.009,-1.0,0.008,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1437+078,J1439+0740,C,14:39:44.544540,+07:40:56.44780,219.93560225,7.6823466111,1.35,2.19,-0.052,16,-1.0,-1.0,0.106,0.008,0.071,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1437+462,J1439+4603,C,14:39:46.140439,+46:03:11.11525,219.9422518292,46.0530875694,1.45,1.02,0.384,28,-1.0,-1.0,0.07,0.014,0.057,0.034,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1438+455,J1440+4522,C,14:40:08.208386,+45:22:48.63025,220.0342016083,45.3801750694,1.7,2.78,0.218,28,-1.0,-1.0,0.073,0.013,0.035,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1438+382,J1440+3801,U,14:40:11.713969,+38:01:56.50755,220.0488082042,38.0323632083,24.11,5.56,0.312,6,-1.0,-1.0,0.019,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1438+162,J1440+1600,C,14:40:23.465718,+16:00:17.45298,220.097773825,16.00484805,0.58,1.54,-0.239,55,-1.0,-1.0,0.059,0.028,0.042,0.033,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1438+016,J1440+0127,C,14:40:33.647015,+01:27:05.20873,220.1401958958,1.4514468694,0.14,0.3,-0.275,657,0.075,0.057,0.071,0.052,0.069,0.044,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1437-256,J1440-2551,N,14:40:39.033132,-25:51:58.18189,220.16263805,-25.8661616361,2.53,8.75,-0.717,25,-1.0,-1.0,0.041,-1.0,0.019,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1437-272,J1440-2726,N,14:40:44.065941,-27:26:47.30830,220.1836080875,-27.4464745278,2.91,7.52,0.397,17,-1.0,-1.0,0.049,-1.0,0.024,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1438+021,J1440+0157,C,14:40:59.495877,+01:57:44.15203,220.2478994875,1.9622644528,0.12,0.26,-0.356,584,0.247,0.139,-1.0,-1.0,0.196,0.077,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1438-328,J1441-3303,C,14:41:19.893549,-33:03:24.39866,220.3328897875,-33.0567774056,0.2,0.41,-0.481,490,0.162,0.114,0.139,-1.0,0.246,0.18,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1438-230,J1441-2316,C,14:41:20.844457,-23:16:39.27617,220.3368519042,-23.2775767139,1.66,4.66,-0.075,18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1438-347,J1441-3456,C,14:41:23.970000,-34:56:45.93959,220.349875,-34.9460943306,0.24,0.51,-0.4,314,0.309,0.188,-1.0,-1.0,0.141,0.062,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1439+111,J1441+1055,U,14:41:28.277281,+10:55:24.03550,220.3678220042,10.9233431944,71.65,20.87,-0.333,3,-1.0,-1.0,0.025,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1439+327,J1442+3234,C,14:42:00.138982,+32:34:20.30121,220.5005790917,32.5723058917,0.15,0.17,-0.02,936,0.298,0.152,0.254,0.124,0.232,0.107,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1439-318,J1442-3201,C,14:42:08.186050,-32:01:27.02305,220.5341085417,-32.0241730694,0.83,3.4,0.418,28,-1.0,-1.0,0.231,-1.0,0.206,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1439-376,J1442-3753,N,14:42:36.453725,-37:53:37.63703,220.6518905208,-37.8937880639,1.94,7.95,-0.136,17,-1.0,-1.0,0.056,-1.0,0.052,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1440+309,J1442+3042,C,14:42:41.533339,+30:42:32.92209,220.6730555792,30.709145025,0.59,0.78,0.02,213,-1.0,-1.0,0.187,0.022,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1440+122,J1442+1200,C,14:42:48.276635,+12:00:40.37476,220.7011526458,12.0112152111,0.28,0.56,-0.113,295,0.028,0.022,-1.0,-1.0,0.024,0.019,0.018,0.011,-1.0,-1.0,Fus,rfc_2024,-
1440+255,J1443+2518,C,14:43:02.947182,+25:18:42.08643,220.762279925,25.311690675,0.26,0.28,-0.334,230,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.151,0.136,Fus,rfc_2024,-
1440-006,J1443-0049,C,14:43:08.167200,-00:49:13.43611,220.78403,-0.8203989194,0.49,1.07,-0.173,45,-1.0,-1.0,0.079,0.064,0.058,0.055,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1441+476,J1443+4725,C,14:43:18.560965,+47:25:56.67573,220.8273373542,47.432409925,1.38,1.0,0.654,36,-1.0,-1.0,0.078,0.031,0.048,0.027,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1441+474,J1443+4714,C,14:43:19.408464,+47:14:39.00080,220.8308686,47.2441668889,0.65,0.74,0.544,36,-1.0,-1.0,0.129,0.059,0.081,0.026,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1441-058,J1443-0601,C,14:43:41.057515,-06:01:10.86121,220.9210729792,-6.0196836694,0.14,0.32,-0.372,420,0.069,0.056,-1.0,-1.0,0.072,0.065,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1441+148,J1443+1436,C,14:43:47.202496,+14:36:06.10413,220.9466770667,14.6016955917,1.63,2.71,-0.494,33,-1.0,-1.0,0.04,0.02,0.023,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1441-027,J1444-0259,U,14:44:00.092573,-02:59:20.70102,221.0003857208,-2.9890836167,18.5,10.16,0.845,7,-1.0,-1.0,0.022,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1441-103,J1444-1036,C,14:44:15.373116,-10:36:10.01022,221.06405465,-10.6027806167,2.05,4.48,0.239,18,-1.0,-1.0,0.022,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1442+031,J1444+0257,C,14:44:31.766723,+02:57:53.51474,221.1323613458,2.9648652056,0.16,0.36,-0.427,383,0.062,0.048,0.056,0.043,0.064,0.052,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1442+167,J1444+1632,C,14:44:39.241259,+16:32:12.75943,221.1635052458,16.5368776194,0.5,0.99,0.322,28,-1.0,-1.0,0.079,0.041,0.106,0.064,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
OQ172,J1445+0958,C,14:45:16.465258,+09:58:36.07288,221.3186052417,9.9766869111,0.11,0.17,0.065,1614,1.742,0.277,1.002,0.194,0.471,0.154,0.191,0.066,-1.0,-1.0,Fus,rfc_2024,-
1443+188,J1445+1841,C,14:45:21.243599,+18:41:17.74772,221.3385149958,18.6882632556,0.72,1.99,-0.262,28,-1.0,-1.0,0.064,0.042,0.037,0.026,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1441-571,J1445-5719,C,14:45:28.119426,-57:19:59.60441,221.367164275,-57.3332234472,3.54,1.71,0.103,38,-1.0,-1.0,-1.0,-1.0,0.099,0.043,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1443+189,J1445+1844,C,14:45:37.503514,+18:44:43.28102,221.4062646417,18.7453558389,0.43,0.99,0.145,36,-1.0,-1.0,0.067,0.041,0.06,0.025,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1442-155,J1445-1543,C,14:45:40.425052,-15:43:06.26999,221.4184377167,-15.7184083306,0.37,0.91,-0.278,172,-1.0,-1.0,0.07,-1.0,0.029,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1442-269,J1445-2710,N,14:45:43.467896,-27:10:02.01615,221.4311162333,-27.1672267083,2.42,5.89,-0.043,17,-1.0,-1.0,0.062,-1.0,0.043,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1442-297,J1445-2956,U,14:45:43.812420,-29:56:04.40742,221.43255175,-29.9345576167,12.7,41.99,-0.221,4,-1.0,-1.0,0.029,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1442-306,J1445-3051,N,14:45:46.690069,-30:51:57.82018,221.4445419542,-30.8660611611,15.4,31.89,-0.935,12,-1.0,-1.0,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1443+252,J1445+2503,C,14:45:59.567752,+25:03:36.92089,221.4981989667,25.0602558028,0.92,2.22,-0.28,36,-1.0,-1.0,0.047,0.03,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1443+092,J1446+0903,C,14:46:07.046133,+09:03:38.30916,221.5293588875,9.0606414333,1.08,2.73,-0.396,23,-1.0,-1.0,0.079,0.021,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1443+199,J1446+1945,C,14:46:11.650069,+19:45:26.52335,221.5485419542,19.7573675972,0.47,0.89,0.28,36,-1.0,-1.0,0.059,0.045,0.041,0.03,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1443-015,J1446-0148,C,14:46:15.160596,-01:48:13.70472,221.56316915,-1.8038068667,1.25,2.05,0.038,21,-1.0,-1.0,0.083,-1.0,0.048,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1443-223,J1446-2233,C,14:46:19.331493,-22:33:20.55962,221.5805478875,-22.5557110056,1.31,4.17,-0.059,26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1444+021,J1446+0157,U,14:46:46.370058,+01:57:18.17395,221.693208575,1.9550483194,31.54,22.0,0.535,3,-1.0,-1.0,0.024,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1444+104,J1446+1015,C,14:46:50.799795,+10:15:17.96046,221.7116658125,10.2549890167,0.73,1.95,-0.437,28,-1.0,-1.0,0.095,0.062,0.044,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1444+230,J1446+2251,C,14:46:52.114299,+22:51:03.62466,221.7171429125,22.85100685,3.07,3.09,0.654,27,-1.0,-1.0,0.014,0.019,0.012,0.013,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1444-303,J1447-3035,C,14:47:31.349137,-30:35:38.48666,221.8806214042,-30.5940240722,1.15,3.88,0.036,28,-1.0,-1.0,0.107,-1.0,0.063,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1444-224,J1447-2238,U,14:47:42.536567,-22:38:08.51599,221.9272356958,-22.6356988861,23.16,24.71,-0.368,6,-1.0,-1.0,0.03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1445+363,J1448+3608,C,14:48:00.582721,+36:08:31.16448,222.0024280042,36.1419901333,0.39,0.52,-0.524,455,0.025,0.022,-1.0,-1.0,0.023,0.018,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1446+042,J1448+0402,C,14:48:50.361112,+04:02:19.89214,222.2098379667,4.0388589278,0.13,0.26,-0.182,620,0.374,0.221,0.136,0.018,0.227,0.068,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1446-025,J1448-0244,U,14:48:57.798389,-02:44:43.09764,222.2408266208,-2.7453049,4.68,5.15,-0.451,8,-1.0,-1.0,0.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1446+030,J1448+0250,C,14:48:58.399834,+02:50:16.91593,222.2433326417,2.8380322028,0.66,1.84,-0.603,36,-1.0,-1.0,0.141,0.072,0.061,0.019,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1446-005,J1449-0045,C,14:49:16.590286,-00:45:19.22893,222.3191261917,-0.7553413694,0.11,0.23,-0.355,583,0.263,0.186,-1.0,-1.0,0.24,0.1,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1447+425,J1449+4221,C,14:49:20.708450,+42:21:01.34437,222.3362852083,42.3503734361,0.5,0.46,0.097,350,-1.0,-1.0,0.067,0.056,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1447+279,J1449+2746,C,14:49:27.924419,+27:46:50.32913,222.3663517458,27.7806469806,0.48,0.73,0.267,45,-1.0,-1.0,0.046,0.018,0.033,0.01,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1446-214,J1449-2139,C,14:49:39.974149,-21:39:24.73525,222.4165589542,-21.6568709028,0.13,0.21,0.145,701,0.095,0.088,0.119,0.131,0.077,0.099,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1448+473,J1450+4710,C,14:50:12.531647,+47:10:47.33217,222.5522151958,47.1798144917,3.2,2.02,0.518,21,-1.0,-1.0,0.022,-1.0,0.014,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1447-361,J1450-3619,C,14:50:15.658340,-36:19:38.25346,222.5652430833,-36.3272926278,0.28,0.64,-0.375,210,-1.0,-1.0,-1.0,-1.0,0.153,0.09,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1447-240,J1450-2413,N,14:50:21.044863,-24:13:22.13475,222.5876869292,-24.2228152083,3.6,12.71,-0.791,17,-1.0,-1.0,0.011,-1.0,0.013,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1448+093,J1450+0910,C,14:50:31.168932,+09:10:27.95487,222.62987055,9.1744319083,0.12,0.23,-0.301,693,0.26,0.241,-1.0,-1.0,0.177,0.126,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1448+370,J1450+3653,C,14:50:39.676423,+36:53:09.67178,222.6653184292,36.8860199389,0.63,0.92,0.475,45,-1.0,-1.0,0.052,0.044,0.04,0.029,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1447-331,J1450-3319,N,14:50:56.667763,-33:19:04.65286,222.7361156792,-33.3179591278,2.29,5.93,-0.495,35,-1.0,-1.0,0.12,-1.0,0.11,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1448-232,J1451-2329,C,14:51:02.509426,-23:29:31.10879,222.7604559417,-23.4919746639,0.16,0.26,0.07,650,0.347,0.155,-1.0,-1.0,0.124,0.043,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1447-378,J1451-3803,U,14:51:04.048350,-38:03:59.59735,222.766868125,-38.0665548194,3.02,26.64,-0.08,9,-1.0,-1.0,0.024,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1449+144,J1451+1416,C,14:51:26.969444,+14:16:26.69920,222.8623726833,14.2740831111,1.22,2.41,-0.476,29,-1.0,-1.0,0.013,0.012,0.009,0.011,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1449+013,J1451+0106,C,14:51:45.940921,+01:06:18.83244,222.9414205042,1.1052312333,0.26,0.69,-0.369,45,-1.0,-1.0,0.102,0.077,0.11,0.089,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1449-150,J1451-1512,U,14:51:47.051341,-15:12:20.21010,222.9460472542,-15.2056139167,5.38,15.77,0.965,6,-1.0,-1.0,0.045,-1.0,0.021,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1448-499,J1452-5012,C,14:52:01.831743,-50:12:07.47842,223.0076322625,-50.2020773389,1.97,1.41,0.047,45,-1.0,-1.0,-1.0,-1.0,0.121,0.086,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1449+082,J1452+0800,C,14:52:16.038085,+08:00:08.75000,223.0668253542,8.0024305556,1.0,2.64,-0.536,27,-1.0,-1.0,0.053,0.031,0.021,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1449-15A,J1452-1515,U,14:52:17.931950,-15:15:50.14718,223.0747164583,-15.2639297722,11.17,21.96,-0.094,6,-1.0,-1.0,0.035,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1450+260,J1452+2551,C,14:52:31.658332,+25:51:29.45428,223.1319097167,25.8581817444,0.73,1.34,0.263,43,-1.0,-1.0,0.052,0.023,0.032,0.026,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1450+476,J1452+4729,C,14:52:34.614805,+47:29:15.99925,223.1442283542,47.4877775694,1.65,1.84,0.372,35,-1.0,-1.0,0.059,-1.0,0.048,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1448-648,J1452-6502,C,14:52:39.679205,-65:02:03.43322,223.1653300208,-65.0342870056,0.33,0.23,0.287,828,-1.0,-1.0,-1.0,-1.0,0.26,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1450+108,J1453+1036,C,14:53:01.485633,+10:36:17.20374,223.2561901375,10.6047788167,0.14,0.28,-0.303,252,0.226,0.183,0.16,0.091,0.144,0.046,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1450-247,J1453-2457,N,14:53:13.066768,-24:57:17.86152,223.3044448667,-24.9549615333,2.22,7.27,-0.696,27,-1.0,-1.0,0.075,-1.0,0.044,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1451+352,J1453+3505,C,14:53:18.545242,+35:05:39.36340,223.3272718417,35.0942676111,0.16,0.18,-0.102,846,0.136,0.112,0.107,0.085,0.128,0.083,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1450-126,J1453-1253,C,14:53:37.380465,-12:53:34.73835,223.4057519375,-12.892982875,1.54,3.64,0.607,34,-1.0,-1.0,0.115,0.038,0.036,0.033,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1450-251,J1453-2522,C,14:53:44.218923,-25:22:47.50266,223.4342455125,-25.37986185,0.16,0.33,-0.245,535,0.184,0.134,0.218,-1.0,0.205,0.089,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1451+106,J1453+1025,C,14:53:44.241137,+10:25:57.56311,223.4343380708,10.4326564194,0.14,0.24,-0.207,469,0.387,0.264,-1.0,-1.0,0.184,0.077,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1451+270,J1453+2648,C,14:53:53.600643,+26:48:33.40969,223.4733360125,26.8092804694,0.13,0.15,-0.328,2285,0.335,0.23,0.316,0.21,0.355,0.202,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1452+496,J1454+4926,C,14:54:12.853265,+49:26:40.37750,223.5535552708,49.4445493056,0.53,0.43,0.037,358,-1.0,-1.0,0.104,0.052,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1451-282,J1454-2827,N,14:54:14.371302,-28:27:04.85731,223.559880425,-28.4513492528,1.54,5.9,0.087,24,-1.0,-1.0,0.03,-1.0,0.019,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1452+166,J1454+1624,C,14:54:20.855048,+16:24:24.37083,223.5868960333,16.406769675,0.13,0.21,-0.083,727,0.246,0.138,0.19,0.109,0.196,0.099,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1452-247,J1454-2458,N,14:54:59.639965,-24:58:09.14780,223.7484998542,-24.9692077222,2.68,7.83,-0.013,18,-1.0,-1.0,0.054,-1.0,0.033,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1452+030,J1455+0250,C,14:55:07.441477,+02:50:40.22079,223.7810061542,2.844505775,1.0,2.04,0.005,45,-1.0,-1.0,0.076,0.047,0.047,0.046,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1453+217,J1455+2131,C,14:55:31.846289,+21:31:39.17531,223.8826928708,21.5275486972,0.15,0.22,-0.296,564,0.116,0.108,-1.0,-1.0,0.112,0.06,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1454+447,J1455+4431,C,14:55:54.135795,+44:31:37.65470,223.9755658125,44.5271263056,0.17,0.14,-0.246,1060,0.231,0.206,0.206,0.113,0.135,0.071,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1454+316,J1456+3127,C,14:56:31.938790,+31:27:00.19351,224.1330782917,31.4500537528,1.39,2.56,0.091,33,-1.0,-1.0,0.028,-1.0,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1454+093,J1457+0909,C,14:57:03.323938,+09:09:28.76126,224.2638497417,9.1579892389,1.01,2.78,-0.547,28,-1.0,-1.0,0.048,0.026,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1454-241,J1457-2423,C,14:57:04.819221,-24:23:12.65495,224.2700800875,-24.3868485972,1.25,3.6,-0.162,37,-1.0,-1.0,0.047,-1.0,0.031,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1453-426,J1457-4248,C,14:57:13.003685,-42:48:36.67883,224.3041820208,-42.8101885639,1.47,0.85,0.005,39,-1.0,-1.0,-1.0,-1.0,0.408,0.437,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1454+055,J1457+0519,C,14:57:22.534577,+05:19:21.77826,224.3438940708,5.3227161833,0.55,1.05,0.164,45,-1.0,-1.0,0.051,0.027,0.044,0.02,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1455+247,J1457+2435,C,14:57:43.425511,+24:35:07.71880,224.4309396292,24.5854774444,0.39,0.43,-0.1,496,0.398,0.054,-1.0,-1.0,0.08,0.035,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1454-316,J1457-3151,U,14:57:43.614756,-31:51:32.95567,224.43172815,-31.8591543528,22.53,52.52,-0.429,6,-1.0,-1.0,0.036,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1455+327,J1457+3231,C,14:57:52.091265,+32:31:23.20320,224.4670469375,32.523112,1.18,2.29,0.096,30,-1.0,-1.0,0.04,0.025,0.041,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1455+098,J1457+0938,C,14:57:52.531579,+09:38:16.54903,224.4688815792,9.6379302861,0.15,0.26,-0.284,572,0.235,0.098,-1.0,-1.0,0.115,0.032,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1455+188,J1458+1839,U,14:58:02.755936,+18:39:33.16583,224.5114830667,18.6592127306,33.94,16.63,0.49,5,-1.0,-1.0,0.033,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1454-625,J1458-6247,C,14:58:27.425823,-62:47:01.72841,224.6142742625,-62.7838134472,7.36,2.93,0.744,16,-1.0,-1.0,-1.0,-1.0,0.025,0.026,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1456+375,J1458+3720,C,14:58:44.794452,+37:20:21.62259,224.68664355,37.3393396083,0.16,0.17,-0.275,429,0.192,0.141,0.152,0.101,0.167,0.101,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1456-367,J1459-3655,C,14:59:15.763850,-36:55:47.94101,224.8156827083,-36.9299836139,0.25,0.52,-0.262,452,0.727,0.183,0.409,-1.0,0.236,0.06,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1456+092,J1459+0904,C,14:59:23.209152,+09:04:08.34178,224.8467048,9.0689838278,0.44,0.85,0.401,31,-1.0,-1.0,0.15,0.061,0.122,0.062,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1456-16A,J1459-1641,C,14:59:24.761443,-16:41:36.25380,224.8531726792,-16.6934038333,0.27,0.68,0.1,385,0.662,0.089,0.274,0.015,0.11,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1457+449,J1459+4442,C,14:59:35.458105,+44:42:07.91996,224.8977421042,44.7021999889,0.15,0.13,0.022,1295,0.17,0.139,0.165,0.097,0.175,0.117,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1457+273,J1459+2708,C,14:59:39.919078,+27:08:18.74675,224.9163294917,27.1385407639,0.34,0.68,0.203,45,-1.0,-1.0,0.102,0.069,0.074,0.039,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1457+096,J1459+0927,C,14:59:46.640771,+09:27:13.23334,224.9443365458,9.4536759278,1.37,4.31,-0.558,21,-1.0,-1.0,0.097,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
1457+091,J1500+0855,C,15:00:13.406252,+08:55:25.69946,225.0558593833,8.9238054056,0.5,0.99,0.097,36,-1.0,-1.0,0.085,0.027,0.082,0.029,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
